Run,BioSample,analyte_type,biospecimen_repository,biospecimen_repository_sample_id,body_site,collection_date,env_biome,env_feature,env_material,estimated_size,gap_accession,gap_consent_code,gap_consent_short_name,gap_parent_phs,gap_sample_id,gap_subject_id,genotype,geo_loc_name,histological_type,host,is_tumor,isol_growth_condt,isolate,isolation_source,lat_lon,molecular_data_type,num_replicons,ploidy,propagation,sample_title,sample_tittle,sample_type,sex,strain,study_design,study_disease,study_name,subject_is_affected,submitted_sample_id,submitted_subject_id,submitter_handle,tissue,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3177743,SAMN04494411,,,,,1987-07-31,giardiasis,,,,,,,,,,A,Canada: near Strathmore,,,,,S1/16,sheep,51.04 N 113.3 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:54,2016-02-18 15:53:49,2301755,1155481010,2301755,502,780,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177743/SRR3177743.sralite.1,SRX1592166,S1/16,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300268,simple,5741,Giardia duodenalis,S1/16,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,8F14FE0C7D58D5A34DD2F8E8FE6B53D8,9ECD0A8D51C264E4592A4A3636A71E57
SRR3177744,SAMN04494412,,,,,1985-02-07,giardiasis,,,,,,,,,,A,Canada: Hornby Island,,,,,VANC/85/UBC/1,human,49.53 N 124.68 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:54,2016-02-18 15:52:43,1768977,842033052,1768977,476,463,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177744/SRR3177744.sralite.1,SRX1592171,VANC/85/UBC/1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300271,simple,5741,Giardia duodenalis,VANC/85/UBC/1,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,DB209F68F896FF0FC55FDD3E6233F138,040CFCC02E426E519ED5E8C32AAC0E5B
SRR3177745,SAMN04494413,,,,,1985-03-14,giardiasis,,,,,,,,,,A,Canada: Smithers,,,,,VANC/85/UBC/2,human,54.78 N 127.17 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:54,2016-02-18 15:54:04,2592677,1301523854,2592677,502,740,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177745.sralite.1,SRX1592177,VANC/85/UBC/2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300280,simple,5741,Giardia duodenalis,VANC/85/UBC/2,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,7BBEC35C03D7DA281EE63F03E7F688B2,595B416A0BAC6E4AA2B698669515F0FD
SRR3177746,SAMN04494414,,,,,1985-03-26,giardiasis,,,,,,,,,,A,Canada: Coquitlam,,,,,VANC/85/UBC/5,human,49.28 N 122.79 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:54,2016-02-18 15:58:16,4395977,2206780454,4395977,502,1253,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177746.sralite.1,SRX1592186,VANC/85/UBC/5,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300286,simple,5741,Giardia duodenalis,VANC/85/UBC/5,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,1D58C90BD478CBA9664831DE15393D72,2540D2079D9195F5987AFB9282128173
SRR3177747,SAMN04494415,,,,,1985-04-11,watershed,,,,,,,,,,A,Canada: Quesnel,,,,,VANC/85/UBC/7,BEAVER,52.98 N 122.49 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:54,2016-02-18 15:56:43,2719294,1365085588,2719294,502,770,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177747/SRR3177747.sralite.1,SRX1592196,VANC/85/UBC/7,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300298,simple,5741,Giardia duodenalis,VANC/85/UBC/7,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,8F3DACBF87B0AE5454D6BC4CB45DF649,B8ACD877467C0B5DB3449FEDCC86ADB3
SRR3177748,SAMN04494416,,,,,1985-04-17,watershed,,,,,,,,,,B,Canada: Terrace,,,,,VANC/85/UBC/9,BEAVER,54.52 N 128.61 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:54,2016-02-18 16:03:51,3147973,1580282446,3147973,502,936,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177748.sralite.1,SRX1592207,VANC/85/UBC/9,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300311,simple,5741,Giardia duodenalis,VANC/85/UBC/9,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,E79C96D42B8DB999C2089C2986DCD142,905A7B4ED4EAAD0699E07DB8474F62E0
SRR3177750,SAMN04494417,,,,,1986-09-11,giardiasis,,,,,,,,,,A,Canada: Ashcroft,,,,,VANC/86/UBC/3,human,50.73 N 121.28 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:54,2016-02-18 15:55:30,1678926,842820852,1678926,502,479,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177750.sralite.1,SRX1592214,VANC/86/UBC/3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300318,simple,5741,Giardia duodenalis,VANC/86/UBC/3,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,431743EF0BD9D83F68CCCF08842E729B,55E199CC684E77F012725D41B94DF2D1
SRR3177752,SAMN04494418,,,,,1987-10-01,giardiasis,,,,,,,,,,A,Canada: North Vancouver,,,,,VANC/87/UBC/22,human,49.33 N 123.07 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:54,2016-02-18 15:55:28,1442827,724299154,1442827,502,417,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177752/SRR3177752.sralite.1,SRX1592230,VANC/87/UBC/22,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300332,simple,5741,Giardia duodenalis,VANC/87/UBC/22,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,B4AC8A7B4E68805D40F0FBE4B013C55E,CE9B9889B1DD77D610BE5F28281EC8D8
SRR3177753,SAMN04494419,,,,,1987-11-01,giardiasis,,,,,,,,,,A,Canada: Prince George,,,,,VANC/87/UBC/23,human,53.92 N 122.75 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:54,2016-02-18 15:58:24,4367338,2192403676,4367338,502,1221,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177753.sralite.1,SRX1592245,VANC/87/UBC/23,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300349,simple,5741,Giardia duodenalis,VANC/87/UBC/23,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,667B69D491126C8481142B6B4ED39FF9,CFE86E1E2AAE0C555620B4AB59883B34
SRR3177754,SAMN04494420,,,,,1987-10-03,giardiasis,,,,,,,,,,B,Canada: Kelowna,,,,,VANC/87/UBC/25,human,49.89 N 119.50 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:54,2016-02-18 15:56:31,2442937,1226354374,2442937,502,733,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177754/SRR3177754.sralite.1,SRX1592255,VANC/87/UBC/25,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300355,simple,5741,Giardia duodenalis,VANC/87/UBC/25,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,00A2D6FA9C45E04A12FB52909D34A8D6,5A5C134669D317A520B3235A2C05CEA8
SRR3177755,SAMN04494421,,,,,1987-11-04,watershed,,,,,,,,,,B,Canada: Slocan River,,,,,VANC/87/UBC/26,BEAVER,49.76 N 117.47 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:54,2016-02-18 16:00:00,3046165,1529174830,3046165,502,849,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177755/SRR3177755.sralite.1,SRX1592263,VANC/87/UBC/26,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300369,simple,5741,Giardia duodenalis,VANC/87/UBC/26,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,0559074E4446B6E5E0056FA19E223D1B,F61E7503FD13F37D99A815230E84AF3F
SRR3177757,SAMN04494422,,,,,1987-11-21,watershed,,,,,,,,,,A,Canada: Aldergrove,,,,,VANC/87/UBC/27,BEAVER,49.06 N 122.47 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:55,2016-02-18 15:56:31,1694761,850770022,1694761,502,572,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177757.sralite.1,SRX1592271,VANC/87/UBC/27,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300376,simple,5741,Giardia duodenalis,VANC/87/UBC/27,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,740CE99A2F29F91AEBFDCF7704F9A9E4,3B654168C4E4F84EA269E0AACAF14C08
SRR3177759,SAMN04494423,,,,,1987-12-01,watershed,,,,,,,,,,A,Canada: Aldergrove,,,,,VANC/87/UBC/28,BEAVER,49.06 N 122.47 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:55,2016-02-18 15:57:47,2198831,1103813162,2198831,502,634,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177759.sralite.1,SRX1592280,VANC/87/UBC/28,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300383,simple,5741,Giardia duodenalis,VANC/87/UBC/28,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,D8940005EEF52080705D46A5F34651C8,4AF23FAFD256A41FDBA8597572B77F66
SRR3177760,SAMN04494424,,,,,1987-12-01,watershed,,,,,,,,,,A,Canada: Aldergrove,,,,,VANC/87/UBC/29,BEAVER,49.06 N 122.47 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:55,2016-02-18 15:57:24,1438214,721983428,1438214,502,490,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177760.sralite.1,SRX1592286,VANC/87/UBC/29,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300389,simple,5741,Giardia duodenalis,VANC/87/UBC/29,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,863ECF44FFB63F4F4EF63D812924FC9B,DE943DDBC0EA51AB4F3AEBAEF76B329A
SRR3177763,SAMN04494425,,,,,1987-08-08,giardiasis,,,,,,,,,,B,Canada: North Vancouver,,,,,VANC/87/UBC/8,human,49.33 N 123.07 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:55,2016-02-18 16:01:17,2276049,1083399324,2276049,476,571,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177763/SRR3177763.sralite.1,SRX1592295,VANC/87/UBC/8,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300396,simple,5741,Giardia duodenalis,VANC/87/UBC/8,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,7B26CDC4AF751FA1EBE6B556D3457D1E,2E1AC60EF99EA73398C6847F7BDDB11D
SRR3177765,SAMN04494426,,,,,1988-10-19,giardiasis,,,,,,,,,,A,Canada: Vancouver,,,,,VANC/88/UBC/34,human,49.28 N 123.12 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:55,2016-02-18 16:01:50,2687411,1349080322,2687411,502,864,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177765.sralite.1,SRX1592307,VANC/88/UBC/34,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300410,simple,5741,Giardia duodenalis,VANC/88/UBC/34,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,F6B15D60DC25BC1E36C9088B0960BEC1,76E93163DE219708C6D6F7C46DED46DF
SRR3177768,SAMN04494427,,,,,1988-11-29,giardiasis,,,,,,,,,,A,Canada: Vancouver,,,,,VANC/88/UBC/35,human,49.28 N 123.12 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:55,2016-02-18 16:09:43,2074818,1041558636,2074818,502,591,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177768.sralite.1,SRX1592314,VANC/88/UBC/35,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300417,simple,5741,Giardia duodenalis,VANC/88/UBC/35,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,12373CE5F5908D8D5447D77A57054B2F,CE05527D54C3A66227C1E686B185F968
SRR3177790,SAMN04494428,,,,,1989-10-25,giardiasis,,,,,,,,,,A,Canada: Vancouver,,,,,VANC/89/UBC/33,human,49.28 N 123.12 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:55,2016-02-18 16:08:12,3038335,1525244170,3038335,502,832,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177790/SRR3177790.sralite.1,SRX1592323,VANC/89/UBC/33,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300422,simple,5741,Giardia duodenalis,VANC/89/UBC/33,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,D472A1CA1634A896BC84EE5EB5C225C2,6FF6DFE81AD0E48D620DF467973A1FBD
SRR3177803,SAMN04494429,,,,,1989-09-30,giardiasis,,,,,,,,,,A,Canada: Oliver,,,,,VANC/89/UBC/36,human,49.18 N 119.55 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:55,2016-02-18 16:11:35,3597600,1805995200,3597600,502,1009,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177803.sralite.1,SRX1592325,VANC/89/UBC/36,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300424,simple,5741,Giardia duodenalis,VANC/89/UBC/36,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,549008323623AEB2E99D672A456288CB,6E05C82AFE94BDB651C12CCB8B358F97
SRR3177805,SAMN04494430,,,,,1989-11-17,watershed,,,,,,,,,,A,Canada: Kitimat,,,,,VANC/89/UBC/37,human,54.06 N 128.64 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:55,2016-02-18 16:08:51,1346491,675938482,1346491,502,442,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177805/SRR3177805.sralite.1,SRX1592328,VANC/89/UBC/37,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300427,simple,5741,Giardia duodenalis,VANC/89/UBC/37,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,62C135DBECC00E06EC51E9ADAF6C9F1D,540975F990790AF9FC5E13D94017AD69
SRR3177816,SAMN04494431,,,,,1989-12-20,watershed,,,,,,,,,,B,Canada: Kitimat,,,,,VANC/89/UBC/48,human,54.06 N 128.64 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:55,2016-02-18 16:09:30,1672473,839581446,1672473,502,475,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177816/SRR3177816.sralite.1,SRX1592329,VANC/89/UBC/48,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300429,simple,5741,Giardia duodenalis,VANC/89/UBC/48,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,EC544FF5C6F1E9E9289F71C38C62E29E,AB3DA4B0674053AF9B99D85C2C2B64E8
SRR3177826,SAMN04494432,,,,,1989-02-27,giardiasis,,,,,,,,,,B,Canada: Nanaimo,,,,,VANC/89/UBC/59,dog,49.17 N 123.94 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:56,2016-02-18 16:10:42,1372325,688907150,1372325,502,397,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177826.sralite.1,SRX1592330,VANC/89/UBC/59,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300430,simple,5741,Giardia duodenalis,VANC/89/UBC/59,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,76CE20346EE94CCBF0134F69FD2FCE88,0ED82C5BE76429419970E5BBE3A3627D
SRR3177835,SAMN04494433,,,,,1990-02-16,watershed,,,,,,,,,,B,Canada: Kitimat,,,,,VANC/90/UBC/47,human,54.06 N 128.64 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:56,2016-02-18 16:14:24,1854441,930929382,0,502,553,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177835/SRR3177835.sralite.1,SRX1592331,VANC/90/UBC/47,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300431,simple,5741,Giardia duodenalis,VANC/90/UBC/47,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,,
SRR3177841,SAMN04494434,,,,,1990-03-03,watershed,,,,,,,,,,B,Canada: Creston,,,,,VANC/90/UBC/50_2,water,49.10 N 116.51 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:56,2016-02-18 16:14:20,1688392,847572784,1688392,502,518,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177841/SRR3177841.sralite.1,SRX1592333,VANC/90/UBC/50_2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300432,simple,5741,Giardia duodenalis,VANC/90/UBC/50_2,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,42948B6B32FD146ADB6035308E1473AF,7BBD4155E3243BB11F9C67D787142380
SRR3177858,SAMN04494435,,,,,1990-03-09,watershed,,,,,,,,,,B,Canada: Kitimat,,,,,VANC/90/UBC/51,water,54.06 N 128.64 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:56,2016-02-18 16:15:21,2629840,1320179680,2629840,502,862,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177858.sralite.1,SRX1592335,VANC/90/UBC/51,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300435,simple,5741,Giardia duodenalis,VANC/90/UBC/51,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,66A5AC50FBE7EA71863E9803B081068E,82F33FFA6C591909DAAEF475EA371B85
SRR3177862,SAMN04494436,,,,,1990-04-10,watershed,,,,,,,,,,B,Canada: Goat River,,,,,VANC/90/UBC/54,BEAVER,49.19 N 116.34 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:56,2016-02-18 16:22:13,1941718,974742436,1941718,502,653,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177862.sralite.1,SRX1592336,VANC/90/UBC/54,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300436,simple,5741,Giardia duodenalis,VANC/90/UBC/54,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,2A92E4F6E003386FD7861050F948B2D8,E4BC9604862977F5ECD368BA849F8C73
SRR3177873,SAMN04494437,,,,,1990-04-10,watershed,,,,,,,,,,B,Canada: Goat River,,,,,VANC/90/UBC/55,BEAVER,49.19 N 116.34 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:56,2016-02-18 16:18:31,1475889,740896278,1475889,502,456,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177873/SRR3177873.sralite.1,SRX1592338,VANC/90/UBC/55,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300437,simple,5741,Giardia duodenalis,VANC/90/UBC/55,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,9944D33002B2A8A4EA1F647A61F742D4,23DE77FA51B8EE8E20D09209421221FE
SRR3177900,SAMN04494438,,,,,1989-12-05,watershed,,,,,,,,,,A,Canada: Bella Coola,,,,,VANC/90/UBC/57,BEAVER,52.38 N 126.76 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:56,2016-02-18 16:19:26,1218267,611570034,1218267,502,370,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177900.sralite.1,SRX1592341,VANC/90/UBC/57,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300440,simple,5741,Giardia duodenalis,VANC/90/UBC/57,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,6AC80C53B7563821B76919546E0A20EE,3EE4732AD46A23F2F6054B074AE800B5
SRR3177903,SAMN04494439,,,,,1990-09-12,watershed,,,,,,,,,,B,Canada: Mission Creek,,,,,VANC/90/UBC/58,water,49.80 N 119.47 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:56,2016-02-18 16:20:00,1825727,916514954,1825727,502,512,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177903/SRR3177903.sralite.1,SRX1592343,VANC/90/UBC/58,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300443,simple,5741,Giardia duodenalis,VANC/90/UBC/58,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,EFAA23F917C033416688363E7CE54BA0,75CA63228E1FADAB0CA035B9C973DB7C
SRR3177917,SAMN04494440,,,,,1990-07-05,watershed,,,,,,,,,,B,Canada: Barriere,,,,,VANC/90/UBC/61,water,51.18 N 120.12 W,,,,,"Giardia samples from human, animal and water in BCCDC",,trophozoites,,,,,,,,,,,2017-04-30 00:00:56,2016-02-18 16:23:38,2734510,1372724020,2734510,502,826,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177917/SRR3177917.sralite.1,SRX1592344,VANC/90/UBC/61,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP056976,PRJNA280606,,280606,SRS1300444,simple,5741,Giardia duodenalis,VANC/90/UBC/61,,,,,,,no,,,,,UNIVERSITY OF BRITISH COLUMBIA,SRA355098,,public,0A552DBE89FBE109D73281E78AE0CC8C,4564C3253084335741E31CEE7265DA05
