final_id,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,Library Name,BioSampleModel,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,isolate,sample_type,lat_lon,isolation_source,HOST,strain,env_biome,genotype,Sample_tittle,tissue,collected_by,sex,Sample_name,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Scientific_Name,Submitter_Id,dev_stage,ArrayExpress-SPECIES,AssemblyName,isol_growth_condt,estimated_size,ploidy,env_feature,env_material,num_replicons,propagation,env_broad_scale,env_local_scale,env_medium,BARCODE,GEO_Accession (exp),source_name,BIOMATERIAL_PROVIDER,culture_collection,tax_id_x,altitude,Cultivar,Ecotype,type,biotic_relationship,host_body_product,Host_disease,host_genotype,host_scientific_name,host_taxid,pathogenicity,samp_mat_process,trophic_level,AGE,BREED,sample_description_x,isolation-source,health_state,host_body_habitat,host_tissue_sampled,Birth_date,birth_location,breeding_history,breeding_method,sample_comment,id,secondary_study_accession,parent_study,submission_accession,read_count,fastq_md5,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_aspera,fastq_1,fastq_2,md5_1,md5_2,single_end,location,collection_date_year
SRR3177745,SRR3177745,WGS,,1301523854,PRJNA280606,SAMN04494413,439899805;523305903,BCCDC,,,,,SRX1592177,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_85_UBC_2_L001_R2_001.fastq,SRP056976,,,VANC/85/UBC/2,,1985,Canada,North America,BC,VANC/85/UBC/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592177_SRR3177745,SRP056976,PRJNA9531,SRA355098,2592677,0caeefdafed20a6a2ff2ad179d8f3903;234b659616ec05940086dfbcc5b483fe,439899805;523305903,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177745/SRR3177745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177745/SRR3177745_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177745/SRR3177745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177745/SRR3177745_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177745/SRR3177745_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177745/SRR3177745_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177745/SRR3177745_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177745/SRR3177745_2.fastq.gz,0caeefdafed20a6a2ff2ad179d8f3903,234b659616ec05940086dfbcc5b483fe,FALSE,BC,1985
SRR3177746,SRR3177746,WGS,,2206780454,PRJNA280606,SAMN04494414,746527600;883373986,BCCDC,,,,,SRX1592186,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_85_UBC_5_L001_R2_001.fastq,SRP056976,,,VANC/85/UBC/5,,1985,Canada,North America,BC,VANC/85/UBC/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592186_SRR3177746,SRP056976,PRJNA9531,SRA355098,4395977,1e9e93e171e858045118dc80714ed066;5a8ad560084c63e99e554088bdd22e12,746527600;883373986,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177746/SRR3177746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177746/SRR3177746_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177746/SRR3177746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177746/SRR3177746_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/006/SRR3177746/SRR3177746_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/006/SRR3177746/SRR3177746_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177746/SRR3177746_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/006/SRR3177746/SRR3177746_2.fastq.gz,1e9e93e171e858045118dc80714ed066,5a8ad560084c63e99e554088bdd22e12,FALSE,BC,1985
SRR3177747,SRR3177747,WGS,,1365085588,PRJNA280606,SAMN04494415,471157379;537613507,BCCDC,,,,,SRX1592196,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_85_UBC_7_L001_R2_001.fastq,SRP056976,,,VANC/85/UBC/7,,1985,Canada,North America,BC,VANC/85/UBC/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592196_SRR3177747,SRP056976,PRJNA9531,SRA355098,2719294,fed14c49a7bf4b5ec3dc1fdef4afb5a5;da006f8026e08fbeb73ac10a48748218,471157379;537613507,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177747/SRR3177747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177747/SRR3177747_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177747/SRR3177747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177747/SRR3177747_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/007/SRR3177747/SRR3177747_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/007/SRR3177747/SRR3177747_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177747/SRR3177747_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177747/SRR3177747_2.fastq.gz,fed14c49a7bf4b5ec3dc1fdef4afb5a5,da006f8026e08fbeb73ac10a48748218,FALSE,BC,1985
SRR3177748,SRR3177748,WGS,,1580282446,PRJNA280606,SAMN04494416,560102539;650687211,BCCDC,,,,,SRX1592207,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_85_UBC_9_L001_R2_001.fastq,SRP056976,,,VANC/85/UBC/9,,1985,Canada,North America,BC,VANC/85/UBC/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592207_SRR3177748,SRP056976,PRJNA9531,SRA355098,3147973,7748055f83e970fad804cb96a592b35e;145d94282d3ef511fcaaf0a5007696d2,560102539;650687211,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177748/SRR3177748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177748/SRR3177748_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177748/SRR3177748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177748/SRR3177748_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3177748/SRR3177748_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3177748/SRR3177748_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177748/SRR3177748_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177748/SRR3177748_2.fastq.gz,7748055f83e970fad804cb96a592b35e,145d94282d3ef511fcaaf0a5007696d2,FALSE,BC,1985
SRR3177750,SRR3177750,WGS,,842820852,PRJNA280606,SAMN04494417,310652014;315149673,BCCDC,,,,,SRX1592214,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_86_UBC_3_L001_R1_001.fastq,SRP056976,,,VANC/86/UBC/3,,1986,Canada,North America,BC,VANC/86/UBC/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592214_SRR3177750,SRP056976,PRJNA9531,SRA355098,1678926,a494e4dfa3ec6cd091e83d5a64c53b85;eb26034dcde085c914ef8b06a680a98d,310652014;315149673,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177750/SRR3177750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177750/SRR3177750_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177750/SRR3177750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177750/SRR3177750_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177750/SRR3177750_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177750/SRR3177750_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177750/SRR3177750_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177750/SRR3177750_2.fastq.gz,a494e4dfa3ec6cd091e83d5a64c53b85,eb26034dcde085c914ef8b06a680a98d,FALSE,BC,1986
SRR3177751,SRR3177751,WGS,,1323627918,PRJNA280606,SAMN04494400,567462866;562121712,BCCDC,,,,,SRX1592224,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,ATCC50163_89_R2_001.fastq,SRP056976,,,ATCC50163:89,,1992,Not Applicable,Not Applicable,ATCC-PENNSYLVANIA,ATCC:50163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592224_SRR3177751,SRP056976,PRJNA9531,SRA355098,2636709,2dd3c6c83ba0603918556fbaef8100a1;7fb904bebb93604e83407171d76d5a55,567462866;562121712,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3177751/SRR3177751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3177751/SRR3177751_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3177751/SRR3177751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3177751/SRR3177751_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/001/SRR3177751/SRR3177751_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/001/SRR3177751/SRR3177751_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3177751/SRR3177751_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3177751/SRR3177751_2.fastq.gz,2dd3c6c83ba0603918556fbaef8100a1,7fb904bebb93604e83407171d76d5a55,FALSE,ATCC-PENNSYLVANIA,1992
SRR3177752,SRR3177752,WGS,,724299154,PRJNA280606,SAMN04494418,255512589;289754830,BCCDC,,,,,SRX1592230,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_87_UBC_22_L001_R1_001.fastq,SRP056976,,,VANC/87/UBC/22,,1987,Canada,North America,BC,VANC/87/UBC/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592230_SRR3177752,SRP056976,PRJNA9531,SRA355098,1442827,f8449343b95f844dc7a5ae2d4d2344e5;c5846cf2c84a369057f1a43e8612da16,255512589;289754830,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177752/SRR3177752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177752/SRR3177752_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177752/SRR3177752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177752/SRR3177752_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/002/SRR3177752/SRR3177752_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/002/SRR3177752/SRR3177752_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177752/SRR3177752_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177752/SRR3177752_2.fastq.gz,f8449343b95f844dc7a5ae2d4d2344e5,c5846cf2c84a369057f1a43e8612da16,FALSE,BC,1987
SRR3177753,SRR3177753,WGS,,2192403676,PRJNA280606,SAMN04494419,772301278;827066194,BCCDC,,,,,SRX1592245,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_87_UBC_23_L001_R2_001.fastq,SRP056976,,,VANC/87/UBC/23,,1987,Canada,North America,BC,VANC/87/UBC/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592245_SRR3177753,SRP056976,PRJNA9531,SRA355098,4367338,7a4513943229c19420f6a8bb173efa2a;d5b985c03143a90449a59b09407216f9,772301278;827066194,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177753/SRR3177753_2.fastq.gz,7a4513943229c19420f6a8bb173efa2a,d5b985c03143a90449a59b09407216f9,FALSE,BC,1987
SRR3177754,SRR3177754,WGS,,1226354374,PRJNA280606,SAMN04494420,451848894;490509152,BCCDC,,,,,SRX1592255,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_87_UBC_25_L001_R2_001.fastq,SRP056976,,,VANC/87/UBC/25,,1987,Canada,North America,BC,VANC/87/UBC/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592255_SRR3177754,SRP056976,PRJNA9531,SRA355098,2442937,5a7f23b20d68c6abdd85d5f66ea02a20;ee5bf5b79b054b7bbf69599c2f4b28da,451848894;490509152,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177754/SRR3177754_2.fastq.gz,5a7f23b20d68c6abdd85d5f66ea02a20,ee5bf5b79b054b7bbf69599c2f4b28da,FALSE,BC,1987
SRR3177755,SRR3177755,WGS,,1529174830,PRJNA280606,SAMN04494421,525296068;588384272,BCCDC,,,,,SRX1592263,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_87_UBC_26_L001_R2_001.fastq,SRP056976,,,VANC/87/UBC/26,,1987,Canada,North America,BC,VANC/87/UBC/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592263_SRR3177755,SRP056976,PRJNA9531,SRA355098,3046165,3a8b1fd3716e2e51e852bfcc291b8144;1951723995b377a960ba0a074f9d8134,525296068;588384272,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177755/SRR3177755_2.fastq.gz,3a8b1fd3716e2e51e852bfcc291b8144,1951723995b377a960ba0a074f9d8134,FALSE,BC,1987
SRR3177757,SRR3177757,WGS,,850770022,PRJNA280606,SAMN04494422,358796905;367543960,BCCDC,,,,,SRX1592271,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_87_UBC_27_L001_R1_001.fastq,SRP056976,,,VANC/87/UBC/27,,1987,Canada,North America,BC,VANC/87/UBC/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592271_SRR3177757,SRP056976,PRJNA9531,SRA355098,1694761,43cd1a465939312aedf5f4afbe1fc812;1d973c3e8aaeca0ab5051bd400b38989,358796905;367543960,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177757/SRR3177757_2.fastq.gz,43cd1a465939312aedf5f4afbe1fc812,1d973c3e8aaeca0ab5051bd400b38989,FALSE,BC,1987
SRR3177759,SRR3177759,WGS,,1103813162,PRJNA280606,SAMN04494423,388646946;406936823,BCCDC,,,,,SRX1592280,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_87_UBC_28_L001_R1_001.fastq,SRP056976,,,VANC/87/UBC/28,,1987,Canada,North America,BC,VANC/87/UBC/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592280_SRR3177759,SRP056976,PRJNA9531,SRA355098,2198831,cb562bf1178fa9ea439e2b7fd415f199;739a40e1e967c369a91143898cf2220f,388646946;406936823,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177759/SRR3177759_2.fastq.gz,cb562bf1178fa9ea439e2b7fd415f199,739a40e1e967c369a91143898cf2220f,FALSE,BC,1987
SRR3177760,SRR3177760,WGS,,721983428,PRJNA280606,SAMN04494424,303011587;315116517,BCCDC,,,,,SRX1592286,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_87_UBC_29_R1_001.fastq,SRP056976,,,VANC/87/UBC/29,,1987,Canada,North America,BC,VANC/87/UBC/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592286_SRR3177760,SRP056976,PRJNA9531,SRA355098,1438214,aad460bff686c543bb8dd18ead858f21;2a4d50a8a7d4668530c1f18e3c28e29e,303011587;315116517,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177760/SRR3177760_2.fastq.gz,aad460bff686c543bb8dd18ead858f21,2a4d50a8a7d4668530c1f18e3c28e29e,FALSE,BC,1987
SRR3177763,SRR3177763,WGS,,1083399324,PRJNA280606,SAMN04494425,382800281;377471231,BCCDC,,,,,SRX1592295,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_87_UBC_8_L001_R1_001.fastq,SRP056976,,,VANC/87/UBC/8,,1987,Canada,North America,BC,VANC/87/UBC/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592295_SRR3177763,SRP056976,PRJNA9531,SRA355098,2276049,c62ff84d08d5f419b05e4fed34b5b1bc;a93b736e20b9011f2bbdb94e7ce782ba,382800281;377471231,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/003/SRR3177763/SRR3177763_2.fastq.gz,c62ff84d08d5f419b05e4fed34b5b1bc,a93b736e20b9011f2bbdb94e7ce782ba,FALSE,BC,1987
SRR3177765,SRR3177765,WGS,,1349080322,PRJNA280606,SAMN04494426,531528360;573002775,BCCDC,,,,,SRX1592307,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC_88_UBC_34_L001_R1_001.fastq,SRP056976,,,VANC/88/UBC/34,,1988,Canada,North America,BC,VANC/88/UBC/34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX1592307_SRR3177765,SRP056976,PRJNA9531,SRA355098,2687411,42c779cc0db52a800d674d9408de2279;373921750ffe36a5e39decda5c2ffc59,531528360;573002775,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177765/SRR3177765_2.fastq.gz,42c779cc0db52a800d674d9408de2279,373921750ffe36a5e39decda5c2ffc59,FALSE,BC,1988
