final_id,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,Library Name,BioSampleModel,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,isolate,sample_type,lat_lon,isolation_source,HOST,strain,env_biome,genotype,Sample_tittle,tissue,collected_by,sex,Sample_name,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Scientific_Name,Submitter_Id,dev_stage,ArrayExpress-SPECIES,AssemblyName,isol_growth_condt,estimated_size,ploidy,env_feature,env_material,num_replicons,propagation,env_broad_scale,env_local_scale,env_medium,BARCODE,GEO_Accession (exp),source_name,BIOMATERIAL_PROVIDER,culture_collection,tax_id_x,altitude,Cultivar,Ecotype,type,biotic_relationship,host_body_product,Host_disease,host_genotype,host_scientific_name,host_taxid,pathogenicity,samp_mat_process,trophic_level,AGE,BREED,sample_description_x,isolation-source,health_state,host_body_habitat,host_tissue_sampled,Birth_date,birth_location,breeding_history,breeding_method,sample_comment,id,secondary_study_accession,parent_study,submission_accession,read_count,fastq_md5,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_aspera,fastq_1,fastq_2,md5_1,md5_2,single_end,location,collection_date_year
ERR422654,ERR422654,WGS,,535994400,PRJEB3213,SAMEA2248446,176566301;193009833,submitted by Wellcome Sanger Institute ,,,,,ERX388947,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,SC_RUN_11655_1#6,ERP001716,,,8637077,,unknown,unknown,unknown,unknown,SC_EXP_11655_1#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERX388947_ERR422654,ERP001716,,ERA283716,3573296,4c44d7689fb0cbc4bc86fa95efbf4b70;ff0e4b6d381e88c93879b06525d935d2,176566301;193009833,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422654/ERR422654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422654/ERR422654_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422654/ERR422654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422654/ERR422654_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR422/ERR422654/ERR422654_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR422/ERR422654/ERR422654_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422654/ERR422654_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422654/ERR422654_2.fastq.gz,4c44d7689fb0cbc4bc86fa95efbf4b70,ff0e4b6d381e88c93879b06525d935d2,FALSE,unknown,unknown
ERR422655,ERR422655,WGS,,456847500,PRJEB3213,SAMEA2248447,145583408;162425637,submitted by Wellcome Sanger Institute ,,,,,ERX388948,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,SC_RUN_11655_1#7,ERP001716,,,8637078,,unknown,unknown,unknown,unknown,SC_EXP_11655_1#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERX388948_ERR422655,ERP001716,,ERA283716,3045650,d05d2c37b2b3b7e4e870a2e6cd6ca8af;b002846c19ae6e5b4b64c3099b2704fd,145583408;162425637,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422655/ERR422655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422655/ERR422655_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422655/ERR422655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422655/ERR422655_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR422/ERR422655/ERR422655_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR422/ERR422655/ERR422655_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422655/ERR422655_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422655/ERR422655_2.fastq.gz,d05d2c37b2b3b7e4e870a2e6cd6ca8af,b002846c19ae6e5b4b64c3099b2704fd,FALSE,unknown,unknown
ERR422656,ERR422656,WGS,,493002300,PRJEB3213,SAMEA2248448,161326150;175414094,submitted by Wellcome Sanger Institute ,,,,,ERX388949,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,SC_RUN_11655_1#8,ERP001716,,,8637079,,unknown,unknown,unknown,unknown,SC_EXP_11655_1#8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERX388949_ERR422656,ERP001716,,ERA283716,3286682,dad88dc07b6eff7c1d56857b4487f369;8f3a001a8584b141570646f757afb172,161326150;175414094,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422656/ERR422656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422656/ERR422656_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422656/ERR422656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422656/ERR422656_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR422/ERR422656/ERR422656_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR422/ERR422656/ERR422656_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422656/ERR422656_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422656/ERR422656_2.fastq.gz,dad88dc07b6eff7c1d56857b4487f369,8f3a001a8584b141570646f757afb172,FALSE,unknown,unknown
ERR422657,ERR422657,WGS,,574608000,PRJEB3213,SAMEA2248449,182937560;201410586,submitted by Wellcome Sanger Institute ,,,,,ERX388950,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,SC_RUN_11655_1#9,ERP001716,,,8637080,,unknown,unknown,unknown,unknown,SC_EXP_11655_1#9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERX388950_ERR422657,ERP001716,,ERA283716,3830720,a3fe0bd366eb0175c4522489945f17e8;b89dee590aa12224a25108dc06915e73,182937560;201410586,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422657/ERR422657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422657/ERR422657_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422657/ERR422657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422657/ERR422657_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR422/ERR422657/ERR422657_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR422/ERR422657/ERR422657_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422657/ERR422657_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422657/ERR422657_2.fastq.gz,a3fe0bd366eb0175c4522489945f17e8,b89dee590aa12224a25108dc06915e73,FALSE,unknown,unknown
ERR422658,ERR422658,WGS,,473008800,PRJEB3213,SAMEA2248450,154708235;171073446,submitted by Wellcome Sanger Institute ,,,,,ERX388951,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,SC_RUN_11655_1#10,ERP001716,,,8637081,,unknown,unknown,unknown,unknown,SC_EXP_11655_1#10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERX388951_ERR422658,ERP001716,,ERA283716,3153392,e40e00928093bd8b4fe9d8797e0e9689;bd4168feda38a877d99dc76eeb16bfaa,154708235;171073446,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422658/ERR422658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422658/ERR422658_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422658/ERR422658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422658/ERR422658_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR422/ERR422658/ERR422658_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR422/ERR422658/ERR422658_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422658/ERR422658_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422658/ERR422658_2.fastq.gz,e40e00928093bd8b4fe9d8797e0e9689,bd4168feda38a877d99dc76eeb16bfaa,FALSE,unknown,unknown
ERR422659,ERR422659,WGS,,424339500,PRJEB3213,SAMEA2250360,139357950;157226800,submitted by Wellcome Sanger Institute ,,,,,ERX388952,Illumina MiSeq,PAIRED,RANDOM,GENOMIC,Giardia intestinalis,ILLUMINA,,SC_RUN_11655_1#11,ERP001716,,,8637075,,unknown,unknown,unknown,unknown,SC_EXP_11655_1#11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERX388952_ERR422659,ERP001716,,ERA283716,2828930,a7815e2314f9f64021e2fb8235ac7f24;7d02b2c66ae9b56a2ae819dc57a7e63d,139357950;157226800,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422659/ERR422659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422659/ERR422659_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422659/ERR422659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422659/ERR422659_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/ERR422/ERR422659/ERR422659_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR422/ERR422659/ERR422659_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422659/ERR422659_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR422/ERR422659/ERR422659_2.fastq.gz,a7815e2314f9f64021e2fb8235ac7f24,7d02b2c66ae9b56a2ae819dc57a7e63d,FALSE,unknown,unknown
SRR10007607,SRR10007607,WGS,,576465347,PRJNA561185,SAMN12610744,220372612;244846399,submitted by Wellcome Sanger Institute ,,,,,SRX6745910,Illumina MiSeq,PAIRED,unspecified,GENOMIC,Giardia intestinalis,ILLUMINA,,Beaver_S70_L001_R1_001.fastq.gz,SRP218927,,,218,,unknown,unknown,unknown,unknown,Giardia beaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX6745910_SRR10007607,SRP218927,PRJNA9531,SRA945782,1035336,e1dd2df60e0499bb8e67c33344defdc2;78f4fa7be2aaa02521d3c6378e27d755,220372612;244846399,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/007/SRR10007607/SRR10007607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/007/SRR10007607/SRR10007607_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/007/SRR10007607/SRR10007607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/007/SRR10007607/SRR10007607_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/007/SRR10007607/SRR10007607_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/007/SRR10007607/SRR10007607_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/007/SRR10007607/SRR10007607_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/007/SRR10007607/SRR10007607_2.fastq.gz,e1dd2df60e0499bb8e67c33344defdc2,78f4fa7be2aaa02521d3c6378e27d755,FALSE,unknown,unknown
SRR10007609,SRR10007609,WGS,,3165598307,PRJNA561185,SAMN12610744,3257136259,submitted by Wellcome Sanger Institute ,,,,,SRX6745908,MinION,SINGLE,unspecified,GENOMIC,Giardia intestinalis,OXFORD_NANOPORE,,Beaver_2309_reads_all.fastq,SRP218927,,,2309,,unknown,unknown,unknown,unknown,Giardia beaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX6745908_SRR10007609,SRP218927,PRJNA9531,SRA945782,382042,74539151e7bc812df76d42ef7658aaf8,3257136259,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/009/SRR10007609/SRR10007609_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/009/SRR10007609/SRR10007609_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/009/SRR10007609/SRR10007609_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/009/SRR10007609/SRR10007609_1.fastq.gz,,74539151e7bc812df76d42ef7658aaf8,,TRUE,unknown,unknown
SRR10007650,SRR10007650,WGS,,588063931,PRJNA561185,SAMN12611509,214778499;248262648,submitted by Wellcome Sanger Institute ,,,,,SRX6745954,Illumina MiSeq,PAIRED,unspecified,GENOMIC,Giardia intestinalis,ILLUMINA,,WB_S1_L001_R1_001.fastq.gz,SRP218927,,,106,,unknown,unknown,unknown,unknown,Giardia AWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX6745954_SRR10007650,SRP218927,PRJNA9531,SRA945793,1016408,b1d1188fd43e67ee8e1dfb2226bd218b;dca85f5dcecb35b1e87b16d6c5b9b8b6,214778499;248262648,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/050/SRR10007650/SRR10007650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/050/SRR10007650/SRR10007650_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/050/SRR10007650/SRR10007650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/050/SRR10007650/SRR10007650_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/050/SRR10007650/SRR10007650_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/050/SRR10007650/SRR10007650_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/050/SRR10007650/SRR10007650_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/050/SRR10007650/SRR10007650_2.fastq.gz,b1d1188fd43e67ee8e1dfb2226bd218b,dca85f5dcecb35b1e87b16d6c5b9b8b6,FALSE,unknown,unknown
SRR10007652,SRR10007652,WGS,,2367530512,PRJNA561185,SAMN12611509,2435942076,submitted by Wellcome Sanger Institute ,,,,,SRX6745952,MinION,SINGLE,unspecified,GENOMIC,Giardia intestinalis,OXFORD_NANOPORE,,WB_Run1_0157_reads_all.fastq,SRP218927,,,157,,unknown,unknown,unknown,unknown,Giardia AWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX6745952_SRR10007652,SRP218927,PRJNA9531,SRA945793,328554,5d2fb88097ddd919e28f89861681d34b,2435942076,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/052/SRR10007652/SRR10007652_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/052/SRR10007652/SRR10007652_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/052/SRR10007652/SRR10007652_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/052/SRR10007652/SRR10007652_1.fastq.gz,,5d2fb88097ddd919e28f89861681d34b,,TRUE,unknown,unknown
SRR10007722,SRR10007722,WGS,,487421538,PRJNA561185,SAMN12611599,106792555;111718254,submitted by Wellcome Sanger Institute ,,,,,SRX6746024,Illumina iSeq 100,PAIRED,unspecified,GENOMIC,Giardia intestinalis,ILLUMINA,,Giardia-GS_S1_L001_R1_001.fastq.gz,SRP218927,,,GS-iSeq,,unknown,unknown,unknown,unknown,Giardia BGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX6746024_SRR10007722,SRP218927,PRJNA9531,SRA945802,1666440,e0442952b4e1638548f82a0bc9c99883;93763f98a1d89c9f5c8c789910bf2b5b,106792555;111718254,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/022/SRR10007722/SRR10007722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/022/SRR10007722/SRR10007722_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/022/SRR10007722/SRR10007722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/022/SRR10007722/SRR10007722_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/022/SRR10007722/SRR10007722_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/022/SRR10007722/SRR10007722_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/022/SRR10007722/SRR10007722_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/022/SRR10007722/SRR10007722_2.fastq.gz,e0442952b4e1638548f82a0bc9c99883,93763f98a1d89c9f5c8c789910bf2b5b,FALSE,unknown,unknown
SRR10007724,SRR10007724,WGS,,8335004787,PRJNA561185,SAMN12611599,8496755231,submitted by Wellcome Sanger Institute ,,,,,SRX6746022,MinION,SINGLE,unspecified,GENOMIC,Giardia intestinalis,OXFORD_NANOPORE,,GS_Run4_2244_1dreads_all.fastq,SRP218927,,,2244,,unknown,unknown,unknown,unknown,Giardia BGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX6746022_SRR10007724,SRP218927,PRJNA9531,SRA945802,882737,bc0854d543c76155c898a479b1474661,8496755231,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/024/SRR10007724/SRR10007724_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/024/SRR10007724/SRR10007724_1.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR100/024/SRR10007724/SRR10007724_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/024/SRR10007724/SRR10007724_1.fastq.gz,,bc0854d543c76155c898a479b1474661,,TRUE,unknown,unknown
SRR1957167,SRR1957167,WGA,,1312474984,PRJNA280606,SAMN03447284,430308975;515574989,BCCDC,,,,,SRX982617,Illumina MiSeq,PAIRED,unspecified,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC/90/UBC/41,SRP056976,,,,,1990,Canada,North America,BC,VANC/90/UBC/41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX982617_SRR1957167,SRP056976,PRJNA9531,SRA249579,2614492,b4bc6316f3cc17cee1b6bd5ca23582d2;8c07a0b8a27da5c7e3529b825a985022,430308975;515574989,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/007/SRR1957167/SRR1957167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/007/SRR1957167/SRR1957167_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/007/SRR1957167/SRR1957167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/007/SRR1957167/SRR1957167_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/007/SRR1957167/SRR1957167_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/007/SRR1957167/SRR1957167_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/007/SRR1957167/SRR1957167_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/007/SRR1957167/SRR1957167_2.fastq.gz,b4bc6316f3cc17cee1b6bd5ca23582d2,8c07a0b8a27da5c7e3529b825a985022,FALSE,BC,1990
SRR1957168,SRR1957168,WGA,,1591011190,PRJNA280606,SAMN03447285,546743265;624658727,BCCDC,,,,,SRX982618,Illumina MiSeq,PAIRED,unspecified,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC/90/UBC/42,SRP056976,,,,,1990,Canada,North America,BC,VANC/90/UBC/42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX982618_SRR1957168,SRP056976,PRJNA9531,SRA249579,3169345,abb1a1cfba9f9d7696191f18232b7515;b2b52b82b788b76bf2ee6fb9df80b493,546743265;624658727,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/008/SRR1957168/SRR1957168_2.fastq.gz,abb1a1cfba9f9d7696191f18232b7515,b2b52b82b788b76bf2ee6fb9df80b493,FALSE,BC,1990
SRR1957169,SRR1957169,WGA,,1240666896,PRJNA280606,SAMN03447286,420290945;505157916,BCCDC,,,,,SRX982619,Illumina MiSeq,PAIRED,unspecified,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC/90/UBC/43,SRP056976,,,,,1990,Canada,North America,BC,VANC/90/UBC/43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX982619_SRR1957169,SRP056976,PRJNA9531,SRA249579,2471448,081fc47fef9921335fc50c66574c948b;e35679cd026aaea7972b9bdcf5a54307,420290945;505157916,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/009/SRR1957169/SRR1957169_2.fastq.gz,081fc47fef9921335fc50c66574c948b,e35679cd026aaea7972b9bdcf5a54307,FALSE,BC,1990
SRR1957170,SRR1957170,WGA,,2961334646,PRJNA280606,SAMN03447287,1038402889;1140285283,BCCDC,,,,,SRX982620,Illumina MiSeq,PAIRED,unspecified,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC/90/UBC/45,SRP056976,,,,,1990,Canada,North America,BC,VANC/90/UBC/45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX982620_SRR1957170,SRP056976,PRJNA9531,SRA249579,5899073,f5e9a4e2a2b4ba0e49549c4d502a53f6;b7c8a28ea1ec19f03cfada933ebacef4,1038402889;1140285283,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/000/SRR1957170/SRR1957170_2.fastq.gz,f5e9a4e2a2b4ba0e49549c4d502a53f6,b7c8a28ea1ec19f03cfada933ebacef4,FALSE,BC,1990
SRR1957171,SRR1957171,WGA,,886505394,PRJNA280606,SAMN03447288,322489131;369478625,BCCDC,,,,,SRX982621,Illumina MiSeq,PAIRED,unspecified,GENOMIC,Giardia intestinalis,ILLUMINA,,VANC/90/UBC/46,SRP056976,,,,,1990,Canada,North America,BC,VANC/90/UBC/46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRX982621_SRR1957171,SRP056976,PRJNA9531,SRA249579,1765947,6e646a913c51ceb99fd807e4010bd869;a831c4b80c8293d4cad8fd2b4b3152f3,322489131;369478625,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/001/SRR1957171/SRR1957171_2.fastq.gz,6e646a913c51ceb99fd807e4010bd869,a831c4b80c8293d4cad8fd2b4b3152f3,FALSE,BC,1990
