run,biosample,collection_date,env_biome,genotype,isolate,isolation_source,sample_tittle,sample_type,releasedate,loaddate,spots,bases,spots_with_mates,avglength,size_mb,assemblyname,download_path,experiment,libraryname,librarystrategy,libraryselection,librarysource,librarylayout,platform,model,srastudy,bioproject,sample,taxid,scientificname,samplename,tumor,centername,consent,outbreak_number_sporadic,country_geoloc,region_geoloc,city_geoloc
SRR3177927,SAMN04494443,1990-12-11,watershed,A,VANC/90/UBC/64,human,NA,trophozoites,2017-04-30 00:00:57,2016-02-18 16:31:04,3602109,1714603884,3602109,476,922,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177927.sralite.1,SRX1592347,VANC/90/UBC/64,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300447,5741,Giardia duodenalis,VANC/90/UBC/64,no,UNIVERSITY OF BRITISH COLUMBIA,public,2,CANADA,BC,Barriere
SRR3177928,SAMN04494444,1991-01-22,watershed,B,VANC/91/UBC/65,human,NA,trophozoites,2017-04-30 00:00:57,2016-02-18 16:26:38,1511363,758704226,1511363,502,475,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177928.sralite.1,SRX1592348,VANC/91/UBC/65,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300448,5741,Giardia duodenalis,VANC/91/UBC/65,no,UNIVERSITY OF BRITISH COLUMBIA,public,2,CANADA,BC,Barriere
SRR3177929,SAMN04494445,1991-04-18,watershed,B,VANC/91/UBC/67,water,NA,trophozoites,2017-04-30 00:00:57,2016-02-18 16:26:22,1232070,618499140,1232070,502,379,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177929.sralite.1,SRX1592349,VANC/91/UBC/67,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300449,5741,Giardia duodenalis,VANC/91/UBC/67,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,"Deep Creek, Terrace"
SRR3177930,SAMN04494446,1991-04-19,watershed,B,VANC/91/UBC/68_1,water,NA,trophozoites,2017-04-30 00:00:57,2016-02-18 16:32:19,2744201,1377588902,2744201,502,787,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177930/SRR3177930.sralite.1,SRX1592350,VANC/91/UBC/68_1,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300450,5741,Giardia duodenalis,VANC/91/UBC/68_1,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Terrace
SRR3177931,SAMN04494447,1991-04-19,watershed,B,VANC/91/UBC/68_2,water,NA,trophozoites,2017-04-30 00:00:57,2016-02-18 16:29:33,1199981,602390462,1199981,502,348,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177931.sralite.1,SRX1592351,VANC/91/UBC/68_2,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300451,5741,Giardia duodenalis,VANC/91/UBC/68_2,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Terrace
SRR3177933,SAMN04494448,1991-02-20,watershed,B,VANC/91/UBC/69,water,NA,trophozoites,2017-04-30 00:00:57,2016-02-18 16:30:05,1685619,846180738,1685619,502,482,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177933/SRR3177933.sralite.1,SRX1592353,VANC/91/UBC/69,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300453,5741,Giardia duodenalis,VANC/91/UBC/69,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Muskwa River
SRR3177934,SAMN04494449,1991-04-04,watershed,B,VANC/91/UBC/72,water,NA,trophozoites,2017-04-30 00:00:57,2016-02-18 16:31:13,1331115,668219730,1331115,502,379,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177934.sralite.1,SRX1592354,VANC/91/UBC/72,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300454,5741,Giardia duodenalis,VANC/91/UBC/72,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,South Thompson
SRR3177935,SAMN04494450,1991-06-24,watershed,A,VANC/91/UBC/73,human,NA,trophozoites,2017-04-30 00:00:58,2016-02-18 16:46:00,4168566,2092620132,4168566,502,1190,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177935/SRR3177935.sralite.1,SRX1592355,VANC/91/UBC/73,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300455,5741,Giardia duodenalis,VANC/91/UBC/73,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Kamloops
SRR3177936,SAMN04494451,1991-12-12,watershed,B,VANC/91/UBC/74,water,NA,trophozoites,2017-04-30 00:00:58,2016-02-18 16:48:08,5814834,2919046668,5814834,502,1598,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177936/SRR3177936.sralite.1,SRX1592356,VANC/91/UBC/74,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300457,5741,Giardia duodenalis,VANC/91/UBC/74,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Mission Creek
SRR3177937,SAMN04494452,1991-05-01,watershed,B,VANC/91/UBC/85,water,NA,trophozoites,2017-04-30 00:00:58,2016-02-18 16:43:12,1130854,567688708,1130854,502,382,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177937/SRR3177937.sralite.1,SRX1592357,VANC/91/UBC/85,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300456,5741,Giardia duodenalis,VANC/91/UBC/85,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Mission Creek
SRR3177946,SAMN04494453,1992-09-23,watershed,A,VANC/92/UBC/101,water,NA,trophozoites,2017-04-30 00:00:58,2016-02-18 16:43:48,1572405,789347310,1572405,502,444,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177946.sralite.1,SRX1592358,VANC/92/UBC/101,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300459,5741,Giardia duodenalis,VANC/92/UBC/101,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Mission Creek
SRR3177947,SAMN04494454,1992-09-30,watershed,B,VANC/92/UBC/102,water,NA,trophozoites,2017-04-30 00:00:58,2016-02-18 16:49:10,2871661,1441573822,2871661,502,804,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177947.sralite.1,SRX1592368,VANC/92/UBC/102,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300471,5741,Giardia duodenalis,VANC/92/UBC/102,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Mission Creek
SRR3177948,SAMN04494455,1992-10-01,watershed,B,VANC/92/UBC/103,water,NA,trophozoites,2017-04-30 00:00:58,2016-02-18 16:48:25,2138446,1073499892,2138446,502,679,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177948/SRR3177948.sralite.1,SRX1592377,VANC/92/UBC/103,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300478,5741,Giardia duodenalis,VANC/92/UBC/103,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Mission Creek
SRR3177949,SAMN04494456,1992-11-04,watershed,A,VANC/92/UBC/104,water,NA,trophozoites,2017-04-30 00:00:58,2016-02-18 16:49:15,2196025,1102404550,2196025,502,626,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177949.sralite.1,SRX1592380,VANC/92/UBC/104,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300484,5741,Giardia duodenalis,VANC/92/UBC/104,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Mission Creek
SRR3177950,SAMN04494457,1992-12-15,giardiasis,A,VANC/92/UBC/107,human,NA,trophozoites,2017-04-30 00:00:58,2016-02-18 16:48:24,2411097,1210370694,2411097,502,704,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177950/SRR3177950.sralite.1,SRX1592388,VANC/92/UBC/107,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300490,5741,Giardia duodenalis,VANC/92/UBC/107,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Vancouver
SRR3177952,SAMN04494458,1992-04-09,watershed,B,VANC/92/UBC/84,water,NA,trophozoites,2017-04-30 00:00:58,2016-02-18 16:55:47,2621724,1316105448,2621724,502,734,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177952.sralite.1,SRX1592403,VANC/92/UBC/84,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300503,5741,Giardia duodenalis,VANC/92/UBC/84,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Mission Creek
SRR3177955,SAMN04494459,1992-07-14,watershed,B,VANC/92/UBC/98,water,NA,trophozoites,2017-04-30 00:00:59,2016-02-18 17:07:01,4343517,2180445534,4343517,502,1203,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/177/SRR3177955.sralite.1,SRX1592413,VANC/92/UBC/98,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300513,5741,Giardia duodenalis,VANC/92/UBC/98,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Mission Creek
SRR3177962,SAMN04494460,1992-09-04,watershed,B,VANC/92/UBC/99,water,NA,trophozoites,2017-04-30 00:00:59,2016-02-18 17:03:29,1380405,692963310,1380405,502,458,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/177/SRR3177962/SRR3177962.sralite.1,SRX1592414,VANC/92/UBC/99,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300514,5741,Giardia duodenalis,VANC/92/UBC/99,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,BC,Mission Creek
SRR3178010,SAMN04494405,1993-06-01,watershed,A,BTW/109,water,NA,trophozoites,2017-04-30 00:00:59,2016-02-18 17:06:52,2029797,1018958094,2029797,502,696,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/178/SRR3178010.sralite.1,SRX1592426,BTW/109,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300526,5741,Giardia duodenalis,BTW/109,no,UNIVERSITY OF BRITISH COLUMBIA,public,5,CANADA,NL,Botwood
SRR3178017,SAMN04494406,1993-06-01,watershed,A,CB2/108,water,NA,trophozoites,2017-04-30 00:01:00,2016-02-18 17:16:56,1427832,716771664,1427832,502,487,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/178/SRR3178017.sralite.1,SRX1592437,CB2/108,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300538,5741,Giardia duodenalis,CB2/108,no,UNIVERSITY OF BRITISH COLUMBIA,public,5,CANADA,NL,Cornerbrook
SRR3178018,SAMN04494407,1987-07-31,giardiasis,A,D3/18,dog,NA,trophozoites,2017-04-30 00:01:00,2016-02-18 17:24:27,1927843,967777186,1927843,502,582,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/178/SRR3178018.sralite.1,SRX1592440,D3/18,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,SRP056976,PRJNA280606,SRS1300540,5741,Giardia duodenalis,D3/18,no,UNIVERSITY OF BRITISH COLUMBIA,public,Sporadic,CANADA,AB,Calgary
SRR10007724,SAMN12611599,NA,NA,NA,NA,strain gs - atcc,NA,cell culture,2020-09-19 00:05:45,2019-08-21 01:17:52,882737,8335004787,0,9442,6979,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10007/SRR10007724/SRR10007724.lite.1,SRX6746022,2244,WGS,unspecified,GENOMIC,SINGLE,hybrid,MinION,SRP218927,PRJNA561185,SRS5296366,5741,Giardia duodenalis,Giardia BGS,no,UNIVERSITY OF CALGARY,public,NA,NA,NA,NA
SRR10007609,SAMN12610744,NA,NA,NA,NA,beaver,NA,Cell culture,2020-09-19 00:05:45,2019-08-21 01:17:15,382042,3165598307,0,8285,2675,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10007/SRR10007609/SRR10007609.lite.1,SRX6745908,2309,WGS,unspecified,GENOMIC,SINGLE,hybrid,MinION,SRP218927,PRJNA561185,SRS5296285,5741,Giardia duodenalis,Giardia beaver,no,UNIVERSITY OF CALGARY,public,NA,NA,NA,NA
ERR311186,SAMEA1971072,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:17:52,3079877,923963100,3079877,300,601,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311186/ERR311186.sralite.1,ERX284467,6141434,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS184160,5741,Giardia duodenalis,SAMEA1971072,no,SC,public,NA,NA,NA,NA
ERR311175,SAMEA2018552,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:18:01,7085729,1417145800,7085729,200,908,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311175/ERR311175.sralite.1,ERX284456,5742484,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina HiSeq 2000,ERP001716,PRJEB3213,ERS163277,5741,Giardia duodenalis,SAMEA2018552,no,SC,public,NA,NA,NA,NA
ERR311184,SAMEA2018676,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:18:50,8062476,1612495200,8062476,200,1004,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311184/ERR311184.sralite.1,ERX284465,5742493,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina HiSeq 2000,ERP001716,PRJEB3213,ERS163286,5741,Giardia duodenalis,SAMEA2018676,no,SC,public,NA,NA,NA,NA
ERR311174,SAMEA2018796,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:19:03,7804981,1560996200,7804981,200,1002,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/311/ERR311174.sralite.1,ERX284455,5742483,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina HiSeq 2000,ERP001716,PRJEB3213,ERS163276,5741,Giardia duodenalis,SAMEA2018796,no,SC,public,NA,NA,NA,NA
ERR311176,SAMEA2020285,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:17:12,2753640,550728000,2753640,200,348,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311176/ERR311176.sralite.1,ERX284457,5742485,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina HiSeq 2000,ERP001716,PRJEB3213,ERS163278,5741,Giardia duodenalis,SAMEA2020285,no,SC,public,NA,NA,NA,NA
ERR311179,SAMEA2020286,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:18:21,5907820,1181564000,5907820,200,749,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311179/ERR311179.sralite.1,ERX284460,5742488,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina HiSeq 2000,ERP001716,PRJEB3213,ERS163281,5741,Giardia duodenalis,SAMEA2020286,no,SC,public,NA,NA,NA,NA
ERR311189,SAMEA2033330,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:17:23,2544132,763239600,2544132,300,482,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311189/ERR311189.sralite.1,ERX284470,6141437,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS184163,5741,Giardia duodenalis,SAMEA2033330,no,SC,public,NA,NA,NA,NA
ERR311187,SAMEA2033331,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:17:14,1846618,553985400,1846618,300,344,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311187/ERR311187.sralite.1,ERX284468,6141435,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS184165,5741,Giardia duodenalis,SAMEA2033331,no,SC,public,NA,NA,NA,NA
ERR311188,SAMEA2035757,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:17:38,2056722,617016600,2056722,300,384,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311188/ERR311188.sralite.1,ERX284469,6141436,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS184162,5741,Giardia duodenalis,SAMEA2035757,no,SC,public,NA,NA,NA,NA
ERR311185,SAMEA2035758,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:17:27,2593248,777974400,0,300,411,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311185/ERR311185.sralite.1,ERX284466,6141433,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS184164,5741,Giardia duodenalis,SAMEA2035758,no,SC,public,NA,NA,NA,NA
ERR311190,SAMEA2057584,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:16:59,1810819,543245700,1810819,300,270,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311190/ERR311190.sralite.1,ERX284471,7144457,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS226581,5741,Giardia duodenalis,SAMEA2057584,no,SC,public,NA,NA,NA,NA
ERR311191,SAMEA2057585,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:17:08,1535710,460713000,1535710,300,237,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311191/ERR311191.sralite.1,ERX284472,7144458,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS226582,5741,Giardia duodenalis,SAMEA2057585,no,SC,public,NA,NA,NA,NA
ERR311198,SAMEA2057592,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:16:45,960512,288153600,960512,300,158,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311198/ERR311198.sralite.1,ERX284479,7144465,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS226589,5741,Giardia duodenalis,SAMEA2057592,no,SC,public,NA,NA,NA,NA
ERR311199,SAMEA2057593,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:16:38,892419,267725700,892419,300,152,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311199/ERR311199.sralite.1,ERX284480,7144466,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS226590,5741,Giardia duodenalis,SAMEA2057593,no,SC,public,NA,NA,NA,NA
ERR311200,SAMEA2057594,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:17:42,1072698,321809400,1072698,300,176,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311200/ERR311200.sralite.1,ERX284481,7144467,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS226591,5741,Giardia duodenalis,SAMEA2057594,no,SC,public,NA,NA,NA,NA
ERR311214,SAMEA2064494,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:19:31,6528471,1958541300,6528471,300,1203,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/311/ERR311214.sralite.1,ERX284495,7286711,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS243041,5741,Giardia duodenalis,SAMEA2064494,no,SC,public,NA,NA,NA,NA
ERR311216,SAMEA2064495,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:18:37,4036886,1211065800,4036886,300,758,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/311/ERR311216.sralite.1,ERX284497,7286713,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS243043,5741,Giardia duodenalis,SAMEA2064495,no,SC,public,NA,NA,NA,NA
ERR311217,SAMEA2064496,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:17:24,531100,159330000,531100,300,85,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311217/ERR311217.sralite.1,ERX284498,7286714,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS243044,5741,Giardia duodenalis,SAMEA2064496,no,SC,public,NA,NA,NA,NA
ERR311215,SAMEA2066657,NA,NA,NA,NA,NA,NA,NA,2013-07-20 16:07:41,2013-07-15 18:19:39,6167060,1850118000,6167060,300,1141,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/311/ERR311215/ERR311215.sralite.1,ERX284496,7286712,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS243042,5741,Giardia duodenalis,SAMEA2066657,no,SC,public,NA,NA,NA,NA
ERR422653,SAMEA2248445,NA,NA,NA,NA,NA,NA,NA,2014-05-14 12:40:27,2014-04-12 02:02:46,1545480,463644000,1545480,300,223,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/422/ERR422653/ERR422653.sralite.1,ERX388946,8637076,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS370855,5741,Giardia duodenalis,SAMEA2248445,no,SC,public,NA,NA,NA,NA
ERR422654,SAMEA2248446,NA,NA,NA,NA,NA,NA,NA,2014-05-14 12:40:27,2014-04-12 02:03:18,1786648,535994400,1786648,300,256,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/422/ERR422654/ERR422654.sralite.1,ERX388947,8637077,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS370856,5741,Giardia duodenalis,SAMEA2248446,no,SC,public,NA,NA,NA,NA
ERR422655,SAMEA2248447,NA,NA,NA,NA,NA,NA,NA,2014-05-14 12:40:27,2014-04-12 02:02:46,1522825,456847500,1522825,300,212,GCA_000002435.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/422/ERR422655/ERR422655.sralite.1,ERX388948,8637078,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS370857,5741,Giardia duodenalis,SAMEA2248447,no,SC,public,NA,NA,NA,NA
ERR422656,SAMEA2248448,NA,NA,NA,NA,NA,NA,NA,2014-05-14 12:40:27,2014-04-12 02:03:03,1643341,493002300,1643341,300,235,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/422/ERR422656/ERR422656.sralite.1,ERX388949,8637079,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS370858,5741,Giardia duodenalis,SAMEA2248448,no,SC,public,NA,NA,NA,NA
ERR422657,SAMEA2248449,NA,NA,NA,NA,NA,NA,NA,2014-05-14 12:40:27,2014-04-12 02:03:11,1915360,574608000,1915360,300,267,GCA_000002435.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/422/ERR422657/ERR422657.sralite.1,ERX388950,8637080,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS370859,5741,Giardia duodenalis,SAMEA2248449,no,SC,public,NA,NA,NA,NA
ERR422658,SAMEA2248450,NA,NA,NA,NA,NA,NA,NA,2014-05-14 12:40:27,2014-04-12 02:03:00,1576696,473008800,1576696,300,227,GCA_000002435.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/422/ERR422658/ERR422658.sralite.1,ERX388951,8637081,WGS,RANDOM,GENOMIC,PAIRED,Illumina,Illumina MiSeq,ERP001716,PRJEB3213,ERS370860,5741,Giardia duodenalis,SAMEA2248450,no,SC,public,NA,NA,NA,NA
