run,biosample,collection_date,env_biome,genotype,isolate,isolation_source,sample_tittle,sample_type,releasedate,loaddate,spots,bases,spots_with_mates,avglength,size_mb,assemblyname,download_path,experiment,libraryname,librarystrategy,libraryselection,librarysource,librarylayout,platform,model,srastudy,bioproject,sample,taxid,scientificname,samplename,tumor,centername,consent,outbreak_number_sporadic,country_geoloc,region_geoloc,city_geoloc
SRR29006292,SAMN41379889,1991-12-13,NA,NA,GduoAII-43,human,giardia43,trophozoites,2025-08-19 19:20:32,2024-05-13 09:17:28,8391575,1510483500,8391575,180,877,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006292/SRR29006292.lite.1,SRX24533348,20,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279359,5741,Giardia duodenalis,GduoAII-43,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Australia,NA,NA
SRR29006291,SAMN41379872,1992-02-26,NA,NA,K188,cat,K188,trophozoites,2025-08-19 19:20:32,2024-05-13 09:22:38,22704608,6856791616,22704608,302,2812,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006291/SRR29006291.lite.1,SRX24533349,3,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279360,5741,Giardia duodenalis,K188,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Czech Republic,NA,NA
SRR29006290,SAMN41379890,1991-08-29,NA,NA,GduoAI-5,cat,giardia5,trophozoites,2025-08-19 19:20:32,2024-05-13 09:15:32,7036658,1266598440,7036658,180,696,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006290/SRR29006290.lite.1,SRX24533350,21,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279361,5741,Giardia duodenalis,GduoAI-5,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,NA,NA,NA
SRR29006289,SAMN41379891,1991-04-01,NA,NA,GduoAI-6,cat,giardia6,trophozoites,2025-08-19 19:20:32,2024-05-13 09:15:35,8318006,1497241080,8318006,180,822,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006289/SRR29006289.lite.1,SRX24533351,22,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279362,5741,Giardia duodenalis,GduoAI-6,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,NA,NA,NA
SRR29006288,SAMN41379892,1992-04-01,NA,NA,GduoAI-8,human,giardia8,trophozoites,2025-08-19 19:20:32,2024-05-13 09:15:44,7958182,1432472760,7958182,180,779,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006288/SRR29006288.lite.1,SRX24533352,23,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279363,5741,Giardia duodenalis,GduoAI-8,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Australia,NA,NA
SRR29006287,SAMN41379893,1991-09-02,NA,NA,GduoAI-9,sheep,giardia9,trophozoites,2025-08-19 19:20:32,2024-05-13 09:15:31,6924781,1246460580,6924781,180,677,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006287/SRR29006287.lite.1,SRX24533353,24,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279364,5741,Giardia duodenalis,GduoAI-9,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Canada,NA,NA
SRR29006286,SAMN41379894,1991-08-13,NA,NA,GduoAI-10,sheep,giardiaPGP2-10-MDA,trophozoites,2025-08-19 19:20:32,2024-05-13 09:15:23,7647221,1376499780,7647221,180,753,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006286/SRR29006286.lite.1,SRX24533354,25,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279365,5741,Giardia duodenalis,GduoAI-10,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Canada,NA,NA
SRR29006285,SAMN41379895,1999-03-22,NA,NA,GduoAI-14,human,giardiaPGP2-14-MDA,trophozoites,2025-08-19 19:20:32,2024-05-13 09:16:06,7472845,1345112100,7472845,180,746,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006285/SRR29006285.lite.1,SRX24533355,26,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279366,5741,Giardia duodenalis,GduoAI-14,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Afghanistan,NA,NA
SRR29006284,SAMN41379896,2001-06-14,NA,NA,GduoAI-15,human,giardiaPGP2-15-MDA,trophozoites,2025-08-19 19:20:32,2024-05-13 09:15:57,7690028,1384205040,7690028,180,766,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006284/SRR29006284.lite.1,SRX24533356,27,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279367,5741,Giardia duodenalis,GduoAI-15,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Afghanistan,NA,NA
SRR29006283,SAMN41379897,1991-09-17,NA,NA,GduoAI-16,human,giardiaPGP2-16-MDA,trophozoites,2025-08-19 19:20:32,2024-05-13 09:15:13,8110613,1459910340,8110613,180,809,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006283/SRR29006283.lite.1,SRX24533357,28,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279368,5741,Giardia duodenalis,GduoAI-16,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Australia,NA,NA
SRR29006282,SAMN41379898,1992-03-03,NA,NA,GduoAI-17,human,giardiaPGP2-17-MDA,trophozoites,2025-08-19 19:20:31,2024-05-13 09:15:02,7890945,1420370100,7890945,180,790,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006282/SRR29006282.lite.1,SRX24533358,29,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279369,5741,Giardia duodenalis,GduoAI-17,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Australia,NA,NA
SRR29006281,SAMN41379899,1994-10-10,NA,NA,GduoAI-2,human,giardiaPGP2-2-MDA,trophozoites,2025-08-19 19:20:31,2024-05-13 09:15:34,7611534,1370076120,7611534,180,753,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006281/SRR29006281.lite.1,SRX24533359,30,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279370,5741,Giardia duodenalis,GduoAI-2,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Australia,NA,NA
SRR29006280,SAMN41379873,NA,NA,NA,VAJ,human,VAJ,trophozoites,2025-08-19 19:20:31,2024-05-13 09:22:34,26230754,7921687708,26230754,302,3262,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006280/SRR29006280.lite.1,SRX24533360,4,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279371,5741,Giardia duodenalis,VAJ,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,USA,NA,NA
SRR29006279,SAMN41379900,1992-02-05,NA,NA,GduoAI-20,human,giardiaPGP2-20-MDA,trophozoites,2025-08-19 19:20:31,2024-05-13 09:16:11,8640092,1555216560,8640092,180,864,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006279/SRR29006279.lite.1,SRX24533361,31,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279372,5741,Giardia duodenalis,GduoAI-20,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Australia,NA,NA
SRR29006278,SAMN41379874,2019-01-01,NA,NA,VB11,human,VB11,trophozoites,2025-08-19 19:20:33,2024-05-13 09:17:46,9466777,2858966654,9466777,302,1199,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006278/SRR29006278.lite.1,SRX24533362,5,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279373,5741,Giardia duodenalis,VB11,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Italy,NA,NA
SRR29006277,SAMN41379875,2019-01-01,NA,NA,VB36,human,VB36,trophozoites,2025-08-19 19:20:34,2024-05-13 09:17:18,9943416,3002911632,9943416,302,1250,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006277/SRR29006277.lite.1,SRX24533363,6,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279374,5741,Giardia duodenalis,VB36,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Italy,NA,NA
SRR29006276,SAMN41379876,2019-01-01,NA,NA,VB37,human,VB37,trophozoites,2025-08-19 19:20:34,2024-05-13 09:18:09,11375999,3435551698,11375999,302,1411,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006276/SRR29006276.lite.1,SRX24533364,7,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279375,5741,Giardia duodenalis,VB37,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Italy,NA,NA
SRR29006275,SAMN41379877,2019-01-01,NA,NA,VB7,human,VB7,trophozoites,2025-08-19 19:20:34,2024-05-13 09:17:08,8088600,2442757200,8088600,302,1054,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006275/SRR29006275.lite.1,SRX24533365,8,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279376,5741,Giardia duodenalis,VB7,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Italy,NA,NA
SRR29006274,SAMN41379878,2019-01-01,NA,NA,VB9,human,VB9,trophozoites,2025-08-19 19:20:34,2024-05-13 09:18:06,11119345,3358042190,11119345,302,1401,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006274/SRR29006274.lite.1,SRX24533366,9,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279377,5741,Giardia duodenalis,VB9,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Italy,NA,NA
SRR29006273,SAMN41379879,1992-03-11,NA,NA,GduoAI-11,human,giardia11,trophozoites,2025-08-19 19:20:34,2024-05-13 09:16:42,10206436,1837158480,10206436,180,1101,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR029/29006/SRR29006273/SRR29006273.lite.1,SRX24533367,10,WGS,other,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS21279378,5741,Giardia duodenalis,GduoAI-11,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Afghanistan,NA,NA
SRR35245049,SAMN50924377,1989-06-28,NA,NA,CZ36,human,CZ36,trophozoites,2025-09-03 15:28:02,2025-09-03 15:17:04,43359019,13065340378,43359019,301,4963,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245049/SRR35245049.lite.1,SRX30347971,CZ36,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391125,5741,Giardia duodenalis,CZ36,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Nigeria,NA,NA
SRR35245047,SAMN50924379,1989-07-26,NA,NA,CZ44,human,CZ44,trophozoites,2025-09-03 15:28:02,2025-09-03 15:13:58,28073291,8478133882,28073291,302,2992,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245047/SRR35245047.lite.1,SRX30347973,CZ44,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391126,5741,Giardia duodenalis,CZ44,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Iran,NA,NA
SRR35245046,SAMN50924380,1990-10-09,NA,NA,CZ50,human,CZ50,trophozoites,2025-09-03 15:28:02,2025-09-03 15:10:57,25589674,7728081548,25589674,302,2717,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245046/SRR35245046.lite.1,SRX30347974,CZ50,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391127,5741,Giardia duodenalis,CZ50,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Sudan,NA,NA
SRR35245045,SAMN50924381,1990-10-22,NA,NA,CZ51,human,CZ51,trophozoites,2025-09-03 15:28:01,2025-09-03 15:11:00,18633887,5590166100,18633887,300,2308,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245045/SRR35245045.lite.1,SRX30347975,CZ51,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391128,5741,Giardia duodenalis,CZ51,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Syria,NA,NA
SRR35245048,SAMN50924378,1989-11-07,NA,NA,CZ43,human,CZ43,trophozoites,2025-09-03 15:28:02,2025-09-03 15:12:48,28230265,8525540030,28230265,302,3017,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245048/SRR35245048.lite.1,SRX30347972,CZ43,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391129,5741,Giardia duodenalis,CZ43,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Czech Republic,NA,NA
SRR35245044,SAMN50924382,1991-05-23,NA,NA,CZ52,human,CZ52,trophozoites,2025-09-03 15:28:02,2025-09-03 15:13:04,25672037,7752955174,25672037,302,2735,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245044/SRR35245044.lite.1,SRX30347976,CZ52,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391130,5741,Giardia duodenalis,CZ52,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Czech Republic,NA,NA
SRR35245043,SAMN50924365,1988-06-30,NA,NA,CZ13,human,CZ13,trophozoites,2025-09-03 15:28:02,2025-09-03 15:11:03,16382645,4914793500,16382645,300,2035,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245043/SRR35245043.lite.1,SRX30347977,CZ13,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391131,5741,Giardia duodenalis,CZ13,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Syria,NA,NA
SRR35245042,SAMN50924383,1991-05-16,NA,NA,CZ53,human,CZ53,trophozoites,2025-09-03 15:28:02,2025-09-03 15:13:00,23733933,7167647766,23733933,302,2520,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245042/SRR35245042.lite.1,SRX30347978,CZ53,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391132,5741,Giardia duodenalis,CZ53,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Indonesia,NA,NA
SRR35245041,SAMN50924384,1988-03-30,NA,NA,CZ9,human,CZ9,trophozoites,2025-09-03 15:28:01,2025-09-03 15:10:40,15147676,4544302800,15147676,300,1876,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245041/SRR35245041.lite.1,SRX30347979,CZ9,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391133,5741,Giardia duodenalis,CZ9,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Libya,NA,NA
SRR35245040,SAMN50924385,1975,NA,NA,GP,guinea pig,GP,trophozoites,2025-09-03 15:28:02,2025-09-03 15:09:14,17307755,5226942010,17307755,302,2182,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245040/SRR35245040.lite.1,SRX30347980,GP,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391134,5741,Giardia duodenalis,GP,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,USA,NA,NA
SRR35245039,SAMN50924386,1988-10-25,NA,NA,HJ,human,HJ,trophozoites,2025-09-03 15:28:02,2025-09-03 15:10:55,16980173,5094051900,16980173,300,2128,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245039/SRR35245039.lite.1,SRX30347981,HJ,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391135,5741,Giardia duodenalis,HJ,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Czech Republic,NA,NA
SRR35245037,SAMN50924388,2016-09-05,NA,NA,LK16,human,LK16,trophozoites,2025-09-03 15:28:02,2025-09-03 15:11:14,17464290,5239287000,17464290,300,2183,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245037/SRR35245037.lite.1,SRX30347983,LK16,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391136,5741,Giardia duodenalis,LK16,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Sri Lanka,NA,NA
SRR35245036,SAMN50924389,2023-03-11,NA,NA,NAX,human,NAX,trophozoites,2025-09-03 15:28:20,2025-09-03 15:13:16,29834696,9010078192,29834696,302,3168,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245036/SRR35245036.lite.1,SRX30347984,NAX,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391137,5741,Giardia duodenalis,NAX,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,India,NA,NA
SRR35245038,SAMN50924387,2003-03-11,NA,NA,KC,human,KC,trophozoites,2025-09-03 15:28:03,2025-09-03 15:12:36,31253107,9438438314,31253107,302,3358,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245038/SRR35245038.lite.1,SRX30347982,KC,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391138,5741,Giardia duodenalis,KC,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,India,NA,NA
SRR35245035,SAMN50924390,NA,NA,NA,P2-MER,pig,P2-MER,trophozoites,2025-09-03 15:28:03,2025-09-03 15:11:48,20031146,6049406092,20031146,302,2504,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245035/SRR35245035.lite.1,SRX30347985,P2-MER,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391139,5741,Giardia duodenalis,P2-MER,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Czech Republic,NA,NA
SRR35245034,SAMN50924391,1997-10-09,NA,NA,Ber1,human,Ber1,trophozoites,2025-09-03 15:28:03,2025-09-03 15:10:25,24179907,7302331914,24179907,302,2557,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245034/SRR35245034.lite.1,SRX30347986,Ber1,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391140,5741,Giardia duodenalis,Ber1,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Czech Republic,NA,NA
SRR35245033,SAMN50924366,1988-10-14,NA,NA,CZ16,human,CZ16,trophozoites,2025-09-03 15:28:03,2025-09-03 15:13:13,31033018,9371971436,31033018,302,3353,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245033/SRR35245033.lite.1,SRX30347987,CZ16,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391141,5741,Giardia duodenalis,CZ16,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Czech Republic,NA,NA
SRR35245032,SAMN50924367,1988-09-26,NA,NA,CZ18,human,CZ18,trophozoites,2025-09-03 15:28:03,2025-09-03 15:09:06,12952054,3885616200,12952054,300,1616,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245032/SRR35245032.lite.1,SRX30347988,CZ18,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391142,5741,Giardia duodenalis,CZ18,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Pakistan,NA,NA
SRR35245029,SAMN50924370,1988-01-01,NA,NA,CZ20,human,CZ20,trophozoites,2025-09-03 15:28:03,2025-09-03 15:10:29,18062456,5418736800,18062456,300,2241,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245029/SRR35245029.lite.1,SRX30347991,CZ20,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391143,5741,Giardia duodenalis,CZ20,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Kuwait,NA,NA
SRR35245030,SAMN50924369,1987-01-01,NA,NA,CZ2,human,CZ2,trophozoites,2025-09-03 15:49:24,2025-09-03 15:42:52,18153967,5446190100,18153967,300,2279,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245030/SRR35245030.lite.1,SRX30347990,CZ2,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391144,5741,Giardia duodenalis,CZ2,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Viet Nam,NA,NA
SRR35245031,SAMN50924368,1988-10-31,NA,NA,CZ19,human,CZ19,trophozoites,2025-09-03 15:28:03,2025-09-03 15:10:39,29660306,8957412412,29660306,302,3181,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245031/SRR35245031.lite.1,SRX30347989,CZ19,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391145,5741,Giardia duodenalis,CZ19,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,Czech Republic,NA,NA
SRR35245028,SAMN50924371,1988-06-12,NA,NA,CZ23,human,CZ23,trophozoites,2025-09-03 15:28:03,2025-09-03 15:12:26,34114112,10302461824,34114112,302,3561,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245028/SRR35245028.lite.1,SRX30347992,CZ23,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391146,5741,Giardia duodenalis,CZ23,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,India,NA,NA
SRR35245027,SAMN50924372,1988-07-12,NA,NA,CZ24,human,CZ24,trophozoites,2025-09-03 15:28:03,2025-09-03 15:09:41,15877294,4763188200,15877294,300,1948,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245027/SRR35245027.lite.1,SRX30347993,CZ24,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391147,5741,Giardia duodenalis,CZ24,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,India,NA,NA
SRR35245055,SAMN50924363,1970,NA,NA,CAT,cat,CAT,trophozoites,2025-09-03 15:28:19,2025-09-03 15:10:12,21867178,6603887756,21867178,302,2719,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35245/SRR35245055/SRR35245055.lite.1,SRX30347965,CAT,WGS,MDA,GENOMIC,PAIRED,Illumina,Illumina NovaSeq 6000,SRP507278,PRJNA1110996,SRS26391119,5741,Giardia duodenalis,CAT,no,WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH,public,NA,USA,NA,NA
